date,风速,预测功率,风向,温度,湿度,气压,实际风速,实际功率（计量口径一）,Target
2021/01/05 00:30:00,8.0,0.062016,33,-2.2,85,1017,6.4,49525.0,0.05006
2021/01/05 00:45:00,8.0,0.062016,33,-2.3,85,1017,6.2,46433.0,0.048056
2021/01/05 01:00:00,7.8,0.062016,32,-2.4,84,1017,6.5,50799.0,0.0493
2021/01/05 01:15:00,7.8,0.061895,32,-2.5,83,1017,6.6,47560.0,0.048348
2021/01/05 01:30:00,7.8,0.061653,33,-2.6,82,1017,5.5,32612.0,0.03293
2021/01/05 01:45:00,7.8,0.061411,35,-2.7,81,1017,6.4,47572.0,0.04641
2021/01/05 02:00:00,7.7,0.061169,36,-2.8,80,1017,6.7,56774.0,0.056818
2021/01/05 02:15:00,7.6,0.060987,35,-2.8,78,1017,7.3,69457.0,0.064867
2021/01/05 02:30:00,7.5,0.060865,35,-2.9,77,1017,7.6,73148.0,0.066186
2021/01/05 02:45:00,7.5,0.060743,34,-3.0,75,1017,7.3,67146.0,0.06612
2021/01/05 03:00:00,7.4,0.060621,33,-3.1,74,1017,6.1,44067.0,0.044608
2021/01/05 03:15:00,7.4,0.060792,32,-3.1,72,1017,5.9,38067.0,0.036581
2021/01/05 03:30:00,7.5,0.061255,30,-3.2,71,1017,5.9,40189.0,0.03938
2021/01/05 03:45:00,7.4,0.061718,27,-3.2,69,1018,5.7,32800.0,0.034179
2021/01/05 04:00:00,7.5,0.062181,25,-3.3,68,1018,5.5,30433.0,0.032553
2021/01/05 04:15:00,7.5,0.062333,25,-3.3,67,1018,5.4,29312.0,0.029558
2021/01/05 04:30:00,7.4,0.062175,27,-3.3,66,1018,4.8,23430.0,0.022507
2021/01/05 04:45:00,7.3,0.062018,29,-3.3,65,1018,5.2,25595.0,0.024721
2021/01/05 05:00:00,7.2,0.06186,30,-3.3,64,1018,4.9,22500.0,0.023262
2021/01/05 05:15:00,7.3,0.061717,32,-3.3,64,1018,5.1,25123.0,0.023767
2021/01/05 05:30:00,7.6,0.061589,31,-3.4,63,1018,5.0,24800.0,0.028259
2021/01/05 05:45:00,7.9,0.061461,31,-3.4,62,1019,4.7,17797.0,0.017267
2021/01/05 06:00:00,8.2,0.061333,31,-3.5,61,1019,5.0,20532.0,0.019363
2021/01/05 06:15:00,8.2,0.060766,32,-3.5,60,1019,6.3,45629.0,0.041756
2021/01/05 06:30:00,8.0,0.059759,32,-3.5,59,1019,6.0,41534.0,0.041168
2021/01/05 06:45:00,7.8,0.058752,32,-3.5,58,1019,5.1,24727.0,0.026909
2021/01/05 07:00:00,7.6,0.057745,33,-3.5,57,1019,4.0,11919.0,0.012494
2021/01/05 07:15:00,7.5,0.056738,33,-3.5,55,1019,3.5,7242.0,0.007895
2021/01/05 07:30:00,7.4,0.055731,33,-3.4,53,1019,3.0,3388.0,0.004263
2021/01/05 07:45:00,7.3,0.054724,33,-3.4,52,1020,3.4,4450.0,0.003992
2021/01/05 08:00:00,7.2,0.053717,34,-3.3,50,1020,3.7,7376.0,0.007709
2021/01/05 08:15:00,7.1,0.052534,33,-3.2,48,1020,3.7,8644.0,0.008592
2021/01/05 08:30:00,6.8,0.051175,33,-2.9,46,1020,4.2,13461.0,0.012915
2021/01/05 08:45:00,6.5,0.049816,34,-2.7,44,1021,4.5,14487.0,0.015577
2021/01/05 09:00:00,6.2,0.048457,33,-2.4,42,1021,4.4,16881.0,0.015047
2021/01/05 09:15:00,6.2,0.047814,33,-2.2,40,1021,4.5,16615.0,0.016193
2021/01/05 09:30:00,6.4,0.047888,33,-1.9,38,1021,4.8,20032.0,0.0197
2021/01/05 09:45:00,6.5,0.047963,34,-1.6,37,1021,5.2,25847.0,0.023439
2021/01/05 10:00:00,6.6,0.048037,34,-1.3,35,1021,4.5,18646.0,0.01806
2021/01/05 10:15:00,6.5,0.047093,34,-1.1,34,1021,5.1,24707.0,0.02336
2021/01/05 10:30:00,6.4,0.045132,34,-0.9,33,1021,5.2,26187.0,0.025282
2021/01/05 10:45:00,6.3,0.04317,34,-0.8,32,1021,5.1,26465.0,0.026507
2021/01/05 11:00:00,6.1,0.041209,34,-0.6,31,1021,5.0,24985.0,0.025837
2021/01/05 11:15:00,5.9,0.039001,33,-0.4,30,1021,5.2,24990.0,0.025898
2021/01/05 11:30:00,5.8,0.036546,32,-0.2,29,1021,5.0,23798.0,0.024908
2021/01/05 11:45:00,5.6,0.034092,31,0.1,28,1020,4.9,19609.0,0.020665
2021/01/05 12:00:00,5.5,0.031637,31,0.3,27,1020,4.8,20349.0,0.018856
2021/01/05 12:15:00,5.4,0.029139,29,0.5,26,1020,4.3,14753.0,0.014352
2021/01/05 12:30:00,5.2,0.026596,29,0.6,25,1020,4.4,14402.0,0.014137
2021/01/05 12:45:00,5.1,0.024054,27,0.7,25,1019,3.8,9972.0,0.011378
2021/01/05 13:00:00,4.9,0.021511,27,0.8,24,1019,3.6,6434.0,0.006197
2021/01/05 13:15:00,4.8,0.01923,26,0.8,24,1019,2.9,2539.0,0.002602
2021/01/05 13:30:00,4.6,0.017211,26,0.9,23,1019,3.0,1035.0,0.000967
2021/01/05 13:45:00,4.4,0.015192,25,1.0,23,1018,2.8,348.0,0.000257
2021/01/05 14:00:00,4.2,0.013173,25,1.1,22,1018,2.6,-183.0,-0.000329
2021/01/05 14:15:00,4.0,0.011524,27,1.1,22,1018,2.3,-137.0,-0.0003
2021/01/05 14:30:00,3.9,0.010245,27,1.2,22,1018,2.6,-125.0,-0.000301
2021/01/05 14:45:00,3.8,0.008966,27,1.2,21,1018,2.5,-152.0,-0.000371
2021/01/05 15:00:00,3.7,0.007687,27,1.3,21,1018,2.5,-119.0,-0.000329
2021/01/05 15:15:00,3.5,0.006718,29,1.2,22,1018,2.2,-133.0,-0.000314
2021/01/05 15:30:00,3.3,0.006059,29,1.0,23,1018,2.3,-134.0,-0.000311
2021/01/05 15:45:00,3.2,0.0054,28,0.9,24,1019,2.1,-100.0,-0.000303
2021/01/05 16:00:00,3.0,0.004741,28,0.7,25,1019,1.9,-113.0,-0.000305
2021/01/05 16:15:00,2.8,0.004312,32,0.2,27,1019,1.7,-106.0,-0.000325
2021/01/05 16:30:00,2.9,0.004112,36,-0.6,28,1019,1.5,-104.0,-0.000316
2021/01/05 16:45:00,2.8,0.003913,41,-1.5,29,1019,1.1,-111.0,-0.000316
2021/01/05 17:00:00,2.8,0.003713,45,-2.3,30,1019,1.0,-115.0,-0.000316
2021/01/05 17:15:00,3.0,0.003806,50,-2.8,30,1019,1.4,-120.0,-0.000343
2021/01/05 17:30:00,3.4,0.004193,53,-3.0,31,1019,1.3,-109.0,-0.000312
2021/01/05 17:45:00,3.7,0.00458,57,-3.2,31,1019,1.1,-115.0,-0.00031
2021/01/05 18:00:00,4.1,0.004967,59,-3.4,32,1019,1.3,-101.0,-0.00034
2021/01/05 18:15:00,4.3,0.005258,61,-3.6,32,1019,1.7,-115.0,-0.000349
2021/01/05 18:30:00,4.4,0.005453,63,-3.7,32,1019,1.8,-121.0,-0.000295
2021/01/05 18:45:00,4.5,0.005649,63,-3.9,32,1019,1.3,-130.0,-0.000316
2021/01/05 19:00:00,4.5,0.005844,65,-4.0,32,1019,1.3,-115.0,-0.000323
2021/01/05 19:15:00,4.5,0.005909,65,-4.2,33,1019,1.3,-105.0,-0.000312
2021/01/05 19:30:00,4.4,0.005844,66,-4.4,34,1019,1.7,-112.0,-0.000301
2021/01/05 19:45:00,4.3,0.005778,65,-4.6,35,1019,1.9,-108.0,-0.000316
2021/01/05 20:00:00,4.2,0.005713,66,-4.8,36,1019,2.1,-107.0,-0.0003
2021/01/05 20:15:00,4.1,0.005626,65,-5.0,36,1019,2.4,-169.0,-0.000341
2021/01/05 20:30:00,3.9,0.005517,66,-5.2,37,1019,2.4,-270.0,-0.000447
2021/01/05 20:45:00,3.8,0.005408,65,-5.3,38,1019,2.2,-116.0,-0.000309
2021/01/05 21:00:00,3.7,0.005299,66,-5.5,39,1019,2.6,-101.0,-0.000328
2021/01/05 21:15:00,3.6,0.00523,66,-5.7,39,1019,2.5,-131.0,-0.00038
2021/01/05 21:30:00,3.5,0.005201,66,-5.8,39,1019,2.3,-114.0,-0.000322
2021/01/05 21:45:00,3.4,0.005172,67,-5.9,40,1019,2.1,-106.0,-0.000318
2021/01/05 22:00:00,3.2,0.005143,68,-6.0,40,1019,2.0,-114.0,-0.000317
2021/01/05 22:15:00,3.1,0.005032,69,-6.1,40,1019,2.1,-121.0,-0.000297
2021/01/05 22:30:00,3.0,0.00484,73,-6.2,40,1019,2.1,-108.0,-0.000308
2021/01/05 22:45:00,2.9,0.004647,74,-6.2,41,1019,2.1,-109.0,-0.00033
2021/01/05 23:00:00,2.9,0.004455,78,-6.3,41,1019,2.0,-112.0,-0.000316
2021/01/05 23:15:00,2.9,0.00423,80,-6.3,41,1019,1.6,-111.0,-0.000304
2021/01/05 23:30:00,3.1,0.003972,79,-6.4,41,1019,1.4,-103.0,-0.000301
2021/01/05 23:45:00,3.2,0.003714,79,-6.4,41,1018,1.2,-126.0,-0.000343
2021/01/06 00:00:00,1.8,0.003775,180,-4.8,60,1018,1.2,-125.0,-0.000327
2021/01/06 00:15:00,1.7,0.003617,180,-5.0,60,1018,1.9,-114.0,-0.0003
2021/01/06 00:30:00,1.7,0.003432,183,-5.1,61,1018,2.1,-106.0,-0.000309
2021/01/06 00:45:00,1.6,0.003247,184,-5.3,61,1017,1.9,-116.0,-0.000326
2021/01/06 01:00:00,1.6,0.003062,187,-5.4,62,1017,1.5,-132.0,-0.000308
2021/01/06 01:15:00,1.6,0.002897,191,-5.5,62,1017,1.6,-105.0,-0.000312
2021/01/06 01:30:00,1.7,0.002753,193,-5.5,62,1017,1.5,-133.0,-0.000328
2021/01/06 01:45:00,1.8,0.002609,196,-5.6,62,1017,2.1,-138.0,-0.000314
2021/01/06 02:00:00,1.9,0.002465,198,-5.6,62,1017,2.5,-136.0,-0.000332
2021/01/06 02:15:00,2.0,0.002389,204,-5.7,62,1017,2.5,-149.0,-0.000367
2021/01/06 02:30:00,2.1,0.002381,209,-5.8,63,1017,2.5,-142.0,-0.000311
2021/01/06 02:45:00,2.2,0.002372,212,-5.9,64,1016,2.4,-125.0,-0.000314
2021/01/06 03:00:00,2.4,0.002364,216,-6.0,65,1016,2.5,-128.0,-0.00035
2021/01/06 03:15:00,2.6,0.002543,219,-6.2,66,1016,2.4,-157.0,-0.000361
2021/01/06 03:30:00,2.9,0.002909,221,-6.3,67,1016,2.7,-137.0,-0.000334
2021/01/06 03:45:00,3.2,0.003275,221,-6.5,68,1016,2.7,-139.0,-0.000319
2021/01/06 04:00:00,3.5,0.003641,223,-6.6,69,1016,2.9,35.0,-0.000152
2021/01/06 04:15:00,3.8,0.004261,223,-6.7,69,1016,3.2,869.0,0.000682
2021/01/06 04:30:00,4.0,0.005134,224,-6.6,69,1016,3.7,4611.0,0.003543
2021/01/06 04:45:00,4.2,0.006007,225,-6.6,69,1016,3.3,3552.0,0.003376
2021/01/06 05:00:00,4.5,0.00688,226,-6.5,69,1016,3.3,3657.0,0.003674
2021/01/06 05:15:00,4.5,0.007464,227,-6.5,69,1016,3.3,5321.0,0.004488
2021/01/06 05:30:00,4.5,0.007757,229,-6.5,69,1016,3.5,6215.0,0.006108
2021/01/06 05:45:00,4.5,0.00805,230,-6.5,70,1015,3.2,3865.0,0.003925
2021/01/06 06:00:00,4.6,0.008343,232,-6.5,70,1015,3.1,2579.0,0.002413
2021/01/06 06:15:00,4.6,0.008703,234,-6.5,70,1015,3.3,3969.0,0.00331
2021/01/06 06:30:00,4.6,0.009129,236,-6.5,70,1015,3.6,7123.0,0.006653
2021/01/06 06:45:00,4.6,0.009555,237,-6.4,71,1015,4.1,12029.0,0.010768
2021/01/06 07:00:00,4.7,0.009981,239,-6.4,71,1015,4.4,14049.0,0.013929
2021/01/06 07:15:00,4.7,0.010497,242,-6.3,71,1015,4.9,18496.0,0.018479
2021/01/06 07:30:00,4.8,0.011102,244,-6.0,70,1015,4.8,17794.0,0.017051
2021/01/06 07:45:00,4.8,0.011707,246,-5.7,69,1015,4.7,16667.0,0.016314
2021/01/06 08:00:00,4.9,0.012312,247,-5.4,68,1015,5.1,21022.0,0.020615
2021/01/06 08:15:00,4.8,0.012511,248,-5.0,66,1015,5.3,23349.0,0.023165
2021/01/06 08:30:00,4.8,0.012303,248,-4.4,64,1015,5.4,26509.0,0.025694
2021/01/06 08:45:00,4.8,0.012094,248,-3.7,61,1015,4.9,19990.0,0.020224
2021/01/06 09:00:00,4.7,0.011886,247,-3.1,59,1015,4.9,20118.0,0.020497
2021/01/06 09:15:00,4.8,0.012078,248,-2.5,57,1015,5.0,20097.0,0.018974
2021/01/06 09:30:00,4.8,0.01267,249,-2.0,55,1015,5.0,20255.0,0.019532
2021/01/06 09:45:00,4.9,0.013262,251,-1.5,54,1015,5.3,25257.0,0.023946
2021/01/06 10:00:00,4.9,0.013854,252,-1.0,52,1015,4.8,20044.0,0.020728
2021/01/06 10:15:00,5.1,0.014929,258,-0.5,50,1015,4.2,13664.0,0.013169
2021/01/06 10:30:00,5.3,0.016487,264,-0.2,48,1015,5.3,28035.0,0.02669
2021/01/06 10:45:00,5.7,0.018045,269,0.2,47,1015,5.7,33398.0,0.032211
2021/01/06 11:00:00,6.0,0.019603,273,0.5,45,1015,6.0,38662.0,0.038053
2021/01/06 11:15:00,6.3,0.021348,278,0.8,43,1015,5.7,32982.0,0.035947
2021/01/06 11:30:00,6.3,0.023281,283,1.1,41,1015,5.7,35139.0,0.032621
2021/01/06 11:45:00,6.3,0.025214,288,1.3,39,1014,6.0,39448.0,0.039829
2021/01/06 12:00:00,6.4,0.027147,292,1.6,37,1014,6.2,44212.0,0.044318
2021/01/06 12:15:00,6.4,0.02922,298,1.8,35,1014,6.0,38997.0,0.040719
2021/01/06 12:30:00,6.6,0.031434,303,1.9,32,1014,6.2,41922.0,0.041635
2021/01/06 12:45:00,6.7,0.033647,308,2.1,30,1014,5.6,33250.0,0.035038
2021/01/06 13:00:00,6.9,0.035861,313,2.2,27,1014,6.6,52111.0,0.048748
2021/01/06 13:15:00,7.1,0.038385,317,2.2,26,1014,7.2,62415.0,0.061783
2021/01/06 13:30:00,7.3,0.041218,320,2.1,26,1014,6.6,48645.0,0.043354
2021/01/06 13:45:00,7.6,0.044051,324,2.0,25,1014,6.6,49008.0,0.052154
2021/01/06 14:00:00,7.8,0.046884,327,1.9,25,1014,8.1,70786.0,0.072119
2021/01/06 14:15:00,7.9,0.048938,330,1.7,25,1014,8.8,88785.0,0.087072
2021/01/06 14:30:00,7.9,0.050213,333,1.4,24,1014,8.5,82994.0,0.083474
2021/01/06 14:45:00,8.0,0.051488,336,1.1,23,1014,8.5,83097.0,0.074674
2021/01/06 15:00:00,8.0,0.052763,339,0.8,22,1014,8.5,82856.0,0.069829
2021/01/06 15:15:00,8.0,0.05378,341,0.4,22,1014,8.5,82655.0,0.068236
2021/01/06 15:30:00,7.9,0.054539,342,0.0,22,1014,8.5,83151.0,0.07679
2021/01/06 15:45:00,7.7,0.055298,343,-0.3,22,1015,8.1,73117.0,0.074997
2021/01/06 16:00:00,7.6,0.056057,345,-0.7,22,1015,7.3,64326.0,0.05801
2021/01/06 16:15:00,7.6,0.057755,346,-1.2,22,1015,7.5,66624.0,0.06598
2021/01/06 16:30:00,7.8,0.06039,347,-1.8,22,1015,7.3,63594.0,0.058853
2021/01/06 16:45:00,8.0,0.063025,347,-2.4,23,1016,8.5,77980.0,0.080958
2021/01/06 17:00:00,8.2,0.06566,348,-3.0,23,1016,8.0,76389.0,0.073513
2021/01/06 17:15:00,8.3,0.067374,349,-3.5,23,1016,7.4,70080.0,0.070115
2021/01/06 17:30:00,8.3,0.068168,350,-3.9,23,1016,7.4,67936.0,0.067739
2021/01/06 17:45:00,8.3,0.068962,351,-4.4,22,1017,7.1,64276.0,0.06769
2021/01/06 18:00:00,8.4,0.069756,352,-4.8,22,1017,7.9,73923.0,0.074656
2021/01/06 18:15:00,8.3,0.070493,354,-5.2,22,1017,7.9,77382.0,0.0799
2021/01/06 18:30:00,8.3,0.071172,356,-5.5,21,1017,8.7,59229.0,0.058315
2021/01/06 18:45:00,8.4,0.071851,357,-5.8,21,1018,8.0,76499.0,0.07814
2021/01/06 19:00:00,8.4,0.07253,359,-6.1,20,1018,7.4,69005.0,0.06817
2021/01/06 19:15:00,8.4,0.073027,1,-6.4,20,1018,7.5,69715.0,0.068874
2021/01/06 19:30:00,8.4,0.073342,3,-6.7,19,1018,6.7,56923.0,0.058774
2021/01/06 19:45:00,8.6,0.073657,7,-7.0,19,1018,6.7,49346.0,0.048832
2021/01/06 20:00:00,8.6,0.073972,9,-7.3,18,1018,6.3,50884.0,0.050464
2021/01/06 20:15:00,8.6,0.073748,11,-7.7,18,1018,6.1,45578.0,0.043249
2021/01/06 20:30:00,8.6,0.072983,11,-8.0,18,1018,6.4,50566.0,0.054473
2021/01/06 20:45:00,8.6,0.072219,11,-8.4,17,1019,5.9,41678.0,0.040623
2021/01/06 21:00:00,8.5,0.071454,12,-8.7,17,1019,5.7,36480.0,0.03767
2021/01/06 21:15:00,8.4,0.070722,11,-9.0,17,1019,5.8,38437.0,0.035776
2021/01/06 21:30:00,8.2,0.070023,10,-9.2,16,1019,5.7,36538.0,0.034257
2021/01/06 21:45:00,8.0,0.069323,9,-9.4,16,1020,5.3,30300.0,0.032304
2021/01/06 22:00:00,7.9,0.068624,7,-9.6,15,1020,5.6,31417.0,0.031867
2021/01/06 22:15:00,7.7,0.06802,5,-9.7,15,1020,4.3,12683.0,0.023604
2021/01/06 22:30:00,7.8,0.067512,2,-9.8,15,1020,5.7,32685.0,0.032418
2021/01/06 22:45:00,7.9,0.067005,359,-9.9,15,1021,5.6,33968.0,0.031854
2021/01/06 23:00:00,8.0,0.066497,356,-10.0,15,1021,5.8,37739.0,0.039589
2021/01/06 23:15:00,8.1,0.065484,354,-10.2,15,1021,5.4,30222.0,0.029952
2021/01/06 23:30:00,8.3,0.063966,351,-10.3,15,1021,5.7,36897.0,0.034683
2021/01/06 23:45:00,8.5,0.062447,348,-10.4,14,1021,5.9,41973.0,0.042306
2021/01/07 00:00:00,7.7,0.046487,342,-10.5,12,1021,5.2,27296.0,0.028565
2021/01/07 00:15:00,7.7,0.04464,340,-10.7,12,1021,4.6,19114.0,0.018365
2021/01/07 00:30:00,7.8,0.043289,340,-10.9,12,1021,5.1,28971.0,0.027995
2021/01/07 00:45:00,7.8,0.041938,339,-11.0,11,1022,5.3,28499.0,0.02707
2021/01/07 01:00:00,7.9,0.040587,338,-11.2,11,1022,5.2,27224.0,0.028807
2021/01/07 01:15:00,7.9,0.040222,339,-11.4,11,1022,5.2,29096.0,0.028956
2021/01/07 01:30:00,8.1,0.040843,338,-11.6,11,1022,6.0,39585.0,0.039975
2021/01/07 01:45:00,8.2,0.041463,338,-11.8,11,1022,6.0,41282.0,0.036794
2021/01/07 02:00:00,8.3,0.042084,338,-12.0,11,1022,6.6,56443.0,0.056665
2021/01/07 02:15:00,8.2,0.0419,337,-12.2,11,1022,7.0,60780.0,0.060531
2021/01/07 02:30:00,8.1,0.040912,336,-12.3,11,1022,6.8,63373.0,0.06665
2021/01/07 02:45:00,8.1,0.039923,334,-12.5,11,1022,7.0,64418.0,0.069053
2021/01/07 03:00:00,8.0,0.038935,333,-12.6,11,1022,7.6,72596.0,0.070971
2021/01/07 03:15:00,7.9,0.038305,331,-12.8,11,1022,7.9,77329.0,0.075624
2021/01/07 03:30:00,7.9,0.038034,330,-12.9,11,1022,7.9,77850.0,0.077322
2021/01/07 03:45:00,7.8,0.037762,328,-13.1,10,1022,8.3,87229.0,0.088268
2021/01/07 04:00:00,7.8,0.037491,327,-13.2,10,1022,8.7,88730.0,0.091115
2021/01/07 04:15:00,7.8,0.036952,327,-13.4,10,1022,8.7,89463.0,0.092959
2021/01/07 04:30:00,7.8,0.036145,328,-13.5,10,1022,8.4,87061.0,0.092192
2021/01/07 04:45:00,7.8,0.035338,330,-13.6,11,1022,7.8,75995.0,0.073746
2021/01/07 05:00:00,7.8,0.034531,332,-13.7,11,1022,7.6,74317.0,0.068617
2021/01/07 05:15:00,7.8,0.033413,332,-13.8,11,1022,8.5,78590.0,0.078527
2021/01/07 05:30:00,7.6,0.031984,332,-13.9,11,1022,7.7,78422.0,0.07631
2021/01/07 05:45:00,7.4,0.030554,332,-14.0,12,1022,7.0,70014.0,0.07067
2021/01/07 06:00:00,7.2,0.029125,331,-14.1,12,1022,6.5,52756.0,0.051019
2021/01/07 06:15:00,7.0,0.028251,330,-14.1,12,1022,6.4,50059.0,0.047633
2021/01/07 06:30:00,6.9,0.027933,329,-14.2,12,1022,6.6,51563.0,0.050093
2021/01/07 06:45:00,6.8,0.027615,327,-14.2,12,1022,6.1,44710.0,0.046115
2021/01/07 07:00:00,6.7,0.027297,325,-14.3,12,1022,6.1,46833.0,0.046654
2021/01/07 07:15:00,6.6,0.026978,325,-14.3,12,1022,6.2,52416.0,0.052411
2021/01/07 07:30:00,6.6,0.026658,325,-14.3,12,1022,6.5,55784.0,0.058557
2021/01/07 07:45:00,6.7,0.026337,325,-14.2,11,1023,6.3,52505.0,0.05329
2021/01/07 08:00:00,6.7,0.026017,325,-14.2,11,1023,7.2,71003.0,0.072201
2021/01/07 08:15:00,6.7,0.025821,325,-14.1,11,1023,7.5,71173.0,0.066273
2021/01/07 08:30:00,6.7,0.025749,325,-13.8,11,1023,6.9,63617.0,0.059038
2021/01/07 08:45:00,6.6,0.025676,325,-13.6,10,1023,7.4,68434.0,0.069494
2021/01/07 09:00:00,6.6,0.025604,325,-13.3,10,1023,6.9,63130.0,0.058775
2021/01/07 09:15:00,6.6,0.025529,325,-13.0,10,1023,7.2,64111.0,0.064934
2021/01/07 09:30:00,6.6,0.025451,325,-12.7,9,1023,6.8,59610.0,0.056331
2021/01/07 09:45:00,6.5,0.025372,324,-12.3,9,1023,6.1,49111.0,0.050183
2021/01/07 10:00:00,6.5,0.025294,324,-12.0,8,1023,6.4,56000.0,0.051635
2021/01/07 10:15:00,6.5,0.025695,324,-11.6,8,1023,6.4,49640.0,0.047202
2021/01/07 10:30:00,6.6,0.026574,324,-11.3,7,1023,6.5,54374.0,0.050469
2021/01/07 10:45:00,6.7,0.027453,324,-10.9,7,1023,6.6,49405.0,0.048057
2021/01/07 11:00:00,6.7,0.028332,323,-10.6,6,1023,5.5,32391.0,0.03527
2021/01/07 11:15:00,6.7,0.02962,323,-10.2,6,1023,5.4,31089.0,0.031279
2021/01/07 11:30:00,6.8,0.031317,324,-9.9,6,1023,5.2,25141.0,0.024212
2021/01/07 11:45:00,6.9,0.033015,324,-9.6,5,1022,4.4,14525.0,0.013305
2021/01/07 12:00:00,7.0,0.034712,324,-9.3,5,1022,4.3,12948.0,0.01171
2021/01/07 12:15:00,6.9,0.035867,324,-9.1,5,1022,5.0,23181.0,0.023499
2021/01/07 12:30:00,6.9,0.036479,323,-8.9,5,1022,4.9,21291.0,0.020386
2021/01/07 12:45:00,6.8,0.03709,322,-8.8,6,1021,4.5,16009.0,0.017909
2021/01/07 13:00:00,6.8,0.037702,322,-8.6,6,1021,5.1,24148.0,0.025062
2021/01/07 13:15:00,6.7,0.038132,320,-8.5,6,1021,5.0,24187.0,0.02533
2021/01/07 13:30:00,6.7,0.038379,319,-8.4,6,1021,5.5,27522.0,0.028259
2021/01/07 13:45:00,6.7,0.038626,317,-8.3,7,1020,5.2,25466.0,0.025917
2021/01/07 14:00:00,6.6,0.038873,316,-8.2,7,1020,5.6,30605.0,0.029667
2021/01/07 14:15:00,6.6,0.039002,316,-8.2,7,1020,5.6,35586.0,0.039224
2021/01/07 14:30:00,6.5,0.039013,315,-8.1,7,1020,6.2,46813.0,0.054523
2021/01/07 14:45:00,6.5,0.039024,314,-8.0,7,1020,6.5,52132.0,0.048137
2021/01/07 15:00:00,6.4,0.039035,313,-7.9,7,1020,6.4,48645.0,0.054606
2021/01/07 15:15:00,6.4,0.038679,312,-7.9,7,1020,6.8,59401.0,0.05812
2021/01/07 15:30:00,6.3,0.037956,312,-8.0,7,1020,7.2,61630.0,0.066481
2021/01/07 15:45:00,6.4,0.037234,311,-8.0,8,1020,7.0,62118.0,0.064088
2021/01/07 16:00:00,6.3,0.036511,311,-8.1,8,1020,6.4,47840.0,0.050499
2021/01/07 16:15:00,6.2,0.03549,310,-8.2,8,1020,6.9,55184.0,0.056301
2021/01/07 16:30:00,6.1,0.03417,310,-8.4,8,1020,6.4,49236.0,0.049672
2021/01/07 16:45:00,6.0,0.032849,310,-8.7,9,1020,6.1,42118.0,0.038884
2021/01/07 17:00:00,5.8,0.031529,309,-8.9,9,1020,5.9,41092.0,0.040832
2021/01/07 17:15:00,5.7,0.030351,309,-9.1,9,1020,6.0,43878.0,0.042559
2021/01/07 17:30:00,5.7,0.029316,309,-9.3,9,1020,5.9,39469.0,0.038214
2021/01/07 17:45:00,5.5,0.028281,309,-9.4,10,1020,5.7,34561.0,0.033956
2021/01/07 18:00:00,5.5,0.027246,309,-9.6,10,1020,5.9,39573.0,0.035432
2021/01/07 18:15:00,5.6,0.026689,308,-9.7,10,1020,6.3,52982.0,0.049253
2021/01/07 18:30:00,5.6,0.026612,306,-9.8,10,1020,6.7,58996.0,0.057123
2021/01/07 18:45:00,5.6,0.026534,305,-9.9,11,1020,6.6,56592.0,0.060888
2021/01/07 19:00:00,5.6,0.026457,303,-10.0,11,1020,7.2,65366.0,0.062175
2021/01/07 19:15:00,5.7,0.026396,302,-10.0,11,1020,7.0,65155.0,0.067503
2021/01/07 19:30:00,5.7,0.026352,301,-10.0,11,1020,6.9,59288.0,0.05559
2021/01/07 19:45:00,5.7,0.026307,301,-10.1,11,1020,6.3,51147.0,0.05185
2021/01/07 20:00:00,5.8,0.026263,301,-10.1,11,1020,6.2,42196.0,0.04214
2021/01/07 20:15:00,5.8,0.026129,300,-10.1,11,1020,6.0,40298.0,0.039168
2021/01/07 20:30:00,5.6,0.025905,299,-10.2,11,1020,5.6,34190.0,0.033859
2021/01/07 20:45:00,5.4,0.025681,297,-10.3,11,1020,6.0,41544.0,0.041218
2021/01/07 21:00:00,5.2,0.025457,295,-10.4,11,1020,5.7,35030.0,0.035323
2021/01/07 21:15:00,5.0,0.025413,293,-10.5,11,1020,5.8,36388.0,0.034496
2021/01/07 21:30:00,4.9,0.02555,290,-10.6,11,1020,5.2,26572.0,0.027381
2021/01/07 21:45:00,4.8,0.025686,288,-10.8,12,1020,4.7,20629.0,0.02133
2021/01/07 22:00:00,4.8,0.025823,285,-10.9,12,1020,4.6,17962.0,0.018091
2021/01/07 22:15:00,4.7,0.026193,283,-11.1,12,1020,4.6,16534.0,0.016583
2021/01/07 22:30:00,4.8,0.026797,282,-11.2,12,1020,4.6,18150.0,0.017487
2021/01/07 22:45:00,4.8,0.0274,281,-11.3,13,1020,5.0,19630.0,0.019084
2021/01/07 23:00:00,4.9,0.028004,279,-11.4,13,1020,4.8,19549.0,0.019894
2021/01/07 23:15:00,4.9,0.028597,277,-11.5,13,1020,4.4,16116.0,0.016706
2021/01/07 23:30:00,5.0,0.02918,273,-11.5,13,1020,4.1,13695.0,0.013204
2021/01/07 23:45:00,5.2,0.029762,271,-11.5,13,1020,4.6,18549.0,0.017465
2021/01/08 00:00:00,5.4,0.030317,273,-10.8,14,1020,4.9,22583.0,0.022685
2021/01/08 00:15:00,5.4,0.030509,271,-10.8,14,1020,4.8,22425.0,0.02199
2021/01/08 00:30:00,5.4,0.030464,265,-12.1,14,1020,5.2,27776.0,0.026854
2021/01/08 00:45:00,5.4,0.030594,263,-12.2,15,1019,5.5,30132.0,0.028876
